occupation	href	task
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Communicate regulatory information to multiple departments and ensure that information is interpreted correctly.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Maintain current knowledge of relevant regulations, including proposed and final rules.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Formulate or implement regulatory affairs policies and procedures to ensure that regulatory compliance is maintained or enhanced.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Direct documentation efforts to ensure compliance with domestic and international regulations and standards.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Participate in the development or implementation of clinical trial protocols.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Implement or monitor complaint processing systems to ensure effective and timely resolution of all complaint investigations.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Establish procedures or systems for publishing document submissions in hardcopy or electronic formats.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Establish regulatory priorities or budgets and allocate resources and workloads.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Train staff in regulatory policies or procedures.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Develop and maintain standard operating procedures or local working practices.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Contribute to the development or implementation of business unit strategic and operating plans.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Monitor regulatory affairs activities to ensure their alignment with corporate sustainability or green initiatives.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Coordinate internal discoveries and depositions with legal department staff.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Develop relationships with state or federal environmental regulatory agencies to learn about and analyze the potential impacts of proposed environmental policy regulations.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Monitor regulatory affairs trends related to environmental issues.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Evaluate regulatory affairs aspects that are specifically green, such as the use of toxic substances in packaging, carbon footprinting issues, or green policy implementation.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Evaluate new software publishing systems and confer with regulatory agencies concerning news or updates on electronic publishing of submissions.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Coordinate efforts associated with the preparation of regulatory documents or submissions.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Communicate with regulatory agencies regarding pre-submission strategies, potential regulatory pathways, compliance test requirements, or clarification and follow-up of submissions under review.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Prepare or direct the preparation of additional information or responses as requested by regulatory agencies.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Coordinate, prepare, or review regulatory submissions for domestic or international projects.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Prepare or maintain technical files as necessary to obtain and sustain product approval.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Determine the types of regulatory submissions or internal documentation that are required in situations such as proposed device changes or labeling changes.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Coordinate recall or market withdrawal activities as necessary.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Review adverse drug reactions and file all related reports in accordance with regulatory agency guidelines.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Review product promotional materials, labeling, batch records, specification sheets, or test methods for compliance with applicable regulations and policies.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Identify relevant guidance documents, international standards, or consensus standards.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Provide technical review of data or reports to be incorporated into regulatory submissions to assure scientific rigor, accuracy, and clarity of presentation.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Review clinical protocols to ensure collection of data needed for regulatory submissions.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Provide pre-, ongoing, and post-inspection follow-up assistance to governmental inspectors.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Maintain current knowledge base of existing and emerging regulations, standards, or guidance documents.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Recommend changes to company procedures in response to changes in regulations or standards.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Participate in internal or external audits.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Compile and maintain regulatory documentation databases or systems.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Write or update standard operating procedures, work instructions, or policies.
Regulatory Affairs Specialists	https://www.onetonline.org/link/summary/13-1041.07	Obtain and distribute updated information regarding domestic or international laws, guidelines, or standards.
